organisation,cohort,name,collection,pipeline,endpoint,endpoint_url,licence,status,days_since_200,exception,resource,latest_log_entry_date,endpoint_entry_date,endpoint_end_date,resource_start_date,resource_end_date,cohort_start_date
local-authority:ROS,ODP-Track4,Rossendale Borough Council,article-4-direction,article-4-direction-area,b870545dec246145a07dbccfac4fd546186c766afb58c513094c61cb5d6d06d1,https://www.rossendale.gov.uk/downloads/file/18493/article-4-direction-area-dataset,ogl3,200,0.0,,9ef4d35808132d3d78fce48fa68e5211d982ea8bbbac8d83e8f433c31d3c8760,2025-03-12,2024-06-21,,2024-06-25,,2024-02-27
local-authority:ROS,ODP-Track4,Rossendale Borough Council,conservation-area,conservation-area,d9192cbca1ef98f32f726c7585b7a80ee1a7a3e69e48a108969232c1882550e8,https://www.rossendale.gov.uk/downloads/file/18437/conservation-area-dataset,ogl3,200,0.0,,8b158fb9dd10954892a39e0639bf6f874186f536a123fca4d4ce0e2cbb4f48ed,2025-03-12,2024-05-13,,2024-05-14,,2024-02-27
local-authority:ROS,ODP-Track4,Rossendale Borough Council,conservation-area,conservation-area-document,be638dacab8e9643716043350587d10a38204c596cf3e70be5105149991d6eaf,https://www.rossendale.gov.uk/downloads/file/18438/conservation-area-documents-dataset,ogl3,200,0.0,,ae427ea7e1e717093ac4459d50f5c143784b2d37149647aa533e685e5943610b,2025-03-12,2024-05-13,,2024-12-21,,2024-02-27
local-authority:ROS,ODP-Track4,Rossendale Borough Council,tree-preservation-order,tree-preservation-order,bc2a064a5f5ef2bb6796547bf1d84c01422232c332b705c56d186e70bd65e0af,https://www.rossendale.gov.uk/downloads/file/19075/tree-preservation-order-dataset,ogl3,200,0.0,,2f91e7c5a1dc40513321f751724b57857a05cd10dd4a154d470d1750629c4596,2025-03-12,2025-03-10,,2025-03-11,,2024-02-27
local-authority:ROS,ODP-Track4,Rossendale Borough Council,tree-preservation-order,tree-preservation-zone,a8bfa5f533b530d3b23c9456d59812192fe5745a7b7be1889eef230703bd11c2,https://www.rossendale.gov.uk/downloads/file/19074/tree-preservation-zone-dataset,ogl3,200,0.0,,d29b266dcc869978883fc78724fd6cb03016b09776eaea0aab945b08e0a4a923,2025-03-12,2025-03-10,,2025-03-11,,2024-02-27
local-authority:ROS,ODP-Track4,Rossendale Borough Council,tree-preservation-order,tree,45ada2b4a70ada7485dfeb3fbe36b49caf1c32aeff85231773af544a2821ef37,https://www.rossendale.gov.uk/downloads/file/19073/tree-dataset,ogl3,200,0.0,,b31a7bf2d443cee2b06cee04d4c928526f6788e148f3e3bc1550c706aa9e934d,2025-03-12,2025-03-10,,2025-03-11,,2024-02-27
local-authority:ROH,ODP-Track4,Rother District Council,conservation-area,conservation-area,2111898659f03bf581b6ad9b166af5d6d454bb61049f73dad676158fff2a2f06,https://rdcpublic.blob.core.windows.net/website-uploads/2024/09/conservation_area_dataset.csv,ogl3,200,0.0,,3409b5c78b9b3b703d89d2c8a46a8b4fbc95ca670bd8b0b4b0ecfc166aca5768,2025-03-12,2024-09-04,,2024-09-05,,2024-02-27
local-authority:ROH,ODP-Track4,Rother District Council,conservation-area,conservation-area-document,5c64275ff2c6dc834bffc7a5fbaa8843a0a1f3c8d7e77bf44f86fe2dd970fe9c,https://rdcpublic.blob.core.windows.net/website-uploads/2024/09/conservation_area_documents_dataset.csv,ogl3,200,0.0,,0d6f8704cf5a19c383dc4c84fa1430a9dc6eed1d759519d3440339bcda5fd70c,2025-03-12,2024-09-04,,2024-12-06,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,article-4-direction,article-4-direction,798bc0888a215652a1154e53db3372004dcacb61bf3fc53af2c64c20040e5bf0,https://www.rbkc.gov.uk/media/document/-article4directiondatasetcsv,ogl3,200,0.0,,70dc54db06abca466080ddccb4f2f58eeadc6ed885cc5fb58091f78b8ccbf9ef,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,article-4-direction,article-4-direction-area,575e7ae12b5ea9c74fb3f084d36d260edae6a0d1854da93c9ca8939ab21ef5ab,https://www.rbkc.gov.uk/media/document/article4directionareacsv,ogl3,200,0.0,,578443d5aedd0f63b8d68d28a03d7aabef49912a9131f60b7965e75d1d2450a7,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,conservation-area,conservation-area,72b72c28986d9ad90a889c8c60a8de40bb086014d380d173f4f109a2e8757faa,https://www.rbkc.gov.uk/media/document/conservationareacsv,ogl3,200,0.0,,45e21ade3d2865691cdc84954509773e1500669ae9d38d3d93c6e7933b3f0163,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,listed-building,listed-building-outline,a90770bf978a2d6bfbd16179e314b149ad0a922d21f84b940a826c7671676e7a,https://www.rbkc.gov.uk/media/document/listedbuildingoutlinecsv,ogl3,200,0.0,,dfe7d3de5603eb151e3252b21a39117025eb6da8701024ff89e466236c3044cc,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,tree-preservation-order,tree-preservation-order,898e4eec20bf667542dfbe98e2dbf1772187468ec2eda8edc56bec303ba2a7f6,https://www.rbkc.gov.uk/media/document/treepreservationorderdatasetcsv,ogl3,200,0.0,,385807bb331e7431cfe0d3daf0721ca24162bfac8e2fa1f396b1a4886f70118e,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,tree-preservation-order,tree-preservation-zone,9069faa7899266fba41bdfd1a9afcba55cc991cc0964b247f86bc6a76abb09ae,https://www.rbkc.gov.uk/media/document/treepreservationzonedatasetcsv,ogl3,200,0.0,,eb991d970cba575ca342b05ba6d8fe512f9e6f708963a2f7d0fda59631d7228a,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:KEC,ODP-Track4,Royal Borough of Kensington and Chelsea,tree-preservation-order,tree,b5f6a2d78b05da255d6d2d7c3502c8046817b19506528234d0f1657e8ea53da7,https://www.rbkc.gov.uk/media/document/treedatasetcsv,ogl3,200,0.0,,70bed85c4f24bac569721b87b1923a17644275a4f54c62c0a70ddd2a75e9e1e4,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:SAW,ODP-Track4,Sandwell Metropolitan Borough Council,article-4-direction,article-4-direction,196a877ca7aa581c5f190f15262b1e38483a0cf3ccbe56c8d82ac43534c8c897,https://www.sandwell.gov.uk/downloads/file/2894/article-4-direction-dataset,ogl3,200,0.0,,2b142efd3bcfe29660a3b912c4f742b9c7ff31c8ca0a02d93c9aa8b60e8e2469,2025-03-12,2024-07-05,,2024-07-06,,2024-02-27
local-authority:SAW,ODP-Track4,Sandwell Metropolitan Borough Council,article-4-direction,article-4-direction-area,472199d995dd42c6c6441b47a12c9e466a16a8fc8b94520a86b031fb32cd36a2,https://www.sandwell.gov.uk/downloads/file/2890/article-4-direction-area-dataset,ogl3,200,0.0,,7d7782465f1311722c376a3dbe68595826234712fa4aa4b4f0dd25ae57d04d4f,2025-03-12,2024-07-22,,2024-07-23,,2024-02-27
local-authority:SAW,ODP-Track4,Sandwell Metropolitan Borough Council,conservation-area,conservation-area,2737f4f6d755809cbe3e84341cfcd6792d74844d34338bb050d47eebf2ce017b,https://www.sandwell.gov.uk/downloads/file/2889/conservation-area-dataset-july24,ogl3,200,0.0,,8009f71565d65bc5db6ed33ff9f5669c994d37e93b4d76d313e0f3da804bfd35,2025-03-12,2024-07-05,,2024-07-06,,2024-02-27
local-authority:SAW,ODP-Track4,Sandwell Metropolitan Borough Council,listed-building,listed-building-outline,53d76cd2b96235d7c94950b2089725f480d814131fc0d46c9e582225f93c9ed6,https://www.sandwell.gov.uk/downloads/file/3670/listed-building-outline-dataset,ogl3,200,0.0,,5fe53a54a6e117d9d7ddbe5ddc32803020d0f8361d962a7b2e5e98efa556ba60,2025-03-12,2025-01-28,,2025-01-30,,2024-02-27
local-authority:SAW,ODP-Track4,Sandwell Metropolitan Borough Council,tree-preservation-order,tree-preservation-zone,093d93b05b23fc2d81922b06c60befe8f536d2a99a24993ad3f654d07c54b476,https://www.sandwell.gov.uk/downloads/file/3296/tree-preservation-zone-dataset,ogl3,200,0.0,,57b80e4a1193d605a8db30b8473605e68415292a0d1f3b1f506f0f2faa4ed00c,2025-03-12,2024-10-02,,2024-10-03,,2024-02-27
local-authority:SAW,ODP-Track4,Sandwell Metropolitan Borough Council,tree-preservation-order,tree,cd0ff78194618896cec280b2f0b383bfbb2670cc5eccbd5eedfd149589ee6976,https://www.sandwell.gov.uk/downloads/file/3297/tree-dataset,ogl3,200,0.0,,8ad96e2fd5f5fa8314e21242aaddfe0e5b9067e75f66e031bbb593c6ea23218c,2025-03-12,2024-10-02,,2024-10-03,,2024-02-27
local-authority:SCA,ODP-Track4,South Cambridgeshire District Council,article-4-direction,article-4-direction-area,f710d80e5a2fef8013f5af997839a1fa84e1c25246eed5c2c8895f7566e35715,https://hub.arcgis.com/api/v3/datasets/4457b756c3a54d4b90e04e74022e9a39_1/downloads/data?format=geojson&spatialRefId=4326&where=1%3D1,ogl3,200,0.0,,ac6f944c17f14a39dbb491fb87e3617ca0921044d8c19a2d105b1245cfbaa862,2025-03-12,2025-02-10,,2025-02-11,,2024-02-27
local-authority:SCA,ODP-Track4,South Cambridgeshire District Council,conservation-area,conservation-area,56b7cf4cc457dd53ecfeb3f5cf7e34637b8f0efdb9711758cf4287901bbe0dbe,https://services-eu1.arcgis.com/tO2FhEnLa2qmISt9/arcgis/rest/services/South_Cambs_District_Council_Conservation_Areas/FeatureServer/1/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,2736061b68a527b2023dad63ec82abb368d11bd1256f23e83c684d695da0f5b2,2025-03-12,2025-01-02,,2025-01-03,,2024-02-27
local-authority:SGC,ODP-Track4,South Gloucestershire Council,article-4-direction,article-4-direction,42240f67dbdba0aea9180b1dd7f3d53e64ca5b7a12ed865adc78de6d293395a9,https://beta.southglos.gov.uk/static/e19375ab137bdb706b8c2e05fea45c37/Article4DirectionDataset.csv,ogl3,200,0.0,,ebc0e1c1e084b50971e80284c657c72e44587628354df8b163b7da98e4223807,2025-03-12,2025-02-10,,2025-02-11,,2024-02-27
local-authority:SGC,ODP-Track4,South Gloucestershire Council,article-4-direction,article-4-direction-area,14b8541453cdf0bda13fb4fcdce33e87e9cc5aa29b63d0e984a3f4c099a5eedb,https://hosted.southglos.gov.uk/OpenData/Planning/Article4DirectionArea.json.txt,ogl3,200,0.0,,8a86a106640ada1588e83d26c06a1d84d97059b61611a8d2eae6d60665a2ca3a,2025-03-12,2025-02-10,,2025-02-11,,2024-02-27
local-authority:SGC,ODP-Track4,South Gloucestershire Council,conservation-area,conservation-area,7c20fe9bee6f170b1bbb049437f11eeaeb43be624d82907472eab656ff8276ce,https://hosted.southglos.gov.uk/OpenData/Planning/ConservationAreaDataset.json.txt,ogl3,200,0.0,,0c37c6413b718ad19422ab5d68d752338ce0584d5fed542bff30441a57e7ba05,2025-03-12,2025-02-24,,2025-02-27,,2024-02-27
local-authority:SGC,ODP-Track4,South Gloucestershire Council,conservation-area,conservation-area-document,fa178f42970069580b2ede4c459a9b8151c6e256eab936fc5f00a5e1ad7a681d,https://beta.southglos.gov.uk/static/1be84de74c6ca08bb3683fcd2f7dc621/Conservation-areas-documents-dataset.csv,ogl3,200,0.0,,6964491091f148c50812eb29ede4466d3ab83fe4077e11bfe5bf9dfc66d40a31,2025-03-12,2025-02-24,,2025-02-27,,2024-02-27
local-authority:SGC,ODP-Track4,South Gloucestershire Council,listed-building,listed-building-outline,e4be3608a792d2773efc9b4863366ba07b9fad3e7656638b0fd1bc032cd159bd,https://hosted.southglos.gov.uk/OpenData/Planning/listed_buildings.gml.txt,ogl3,200,0.0,,54cd389b717a42dd461c7f3e859f540e770c6e83e64110f2084130a8512c8e9a,2025-03-12,2025-03-03,,2025-03-03,,2024-02-27
local-authority:SNO,ODP-Track4,South Norfolk District Council,article-4-direction,article-4-direction-area,424ad40ebb7b5c30fc335bd922296bab1d42634c6c535ac657f18f64c5ca8492,https://www.southnorfolkandbroadland.gov.uk/asset-library/snc-article-4-direction-area.json,ogl3,200,0.0,,b199ca5f954e5fd3b99901240ef1c7edd597ada9ea40bb4be42a4d46c308b482,2025-03-12,2025-01-15,,2025-01-17,,2024-02-27
local-authority:SST,ODP-Track4,South Staffordshire Council,article-4-direction,article-4-direction,d3599f46a21de336fdcf154dbc0601cae3244cad242afd42b8fbe0fcdedad472,https://www.sstaffs.gov.uk/sites/default/files/2024-11/Article%204%20Direction%20Data_0.csv,ogl3,200,0.0,,550a3af1e8d079966ee7b84c72e1a7476fb9eb7a9acba0e224a599633d72f16f,2025-03-12,2024-11-12,,2024-11-13,,2024-02-27
local-authority:SST,ODP-Track4,South Staffordshire Council,article-4-direction,article-4-direction-area,90dcae622e23a4e136120a6d59ad80397611ff46bea1b79a28dda771958c8843,https://www.sstaffs.gov.uk/sites/default/files/2024-11/South Staffordshire Article 4 Spatial Dataset_0.geojson,ogl3,200,0.0,,f6060abab9d718491d9e2bea9dcb5c63c6e3ee809797c88311ad46c6a2268300,2025-03-12,2024-11-22,,2024-11-23,,2024-02-27
local-authority:SST,ODP-Track4,South Staffordshire Council,conservation-area,conservation-area,6be2e81951485d6856463b6ed433ebf69661be33981b0985d0a9bb5142686e01,https://www.sstaffs.gov.uk/sites/default/files/2024-11/South%20Staffs%20Conservation%20Area%20geometry%20dataset%20ODP1.geojson,ogl3,200,0.0,,f652cfade3e3101f06717a0f2015d4d13796bf6fd2679217c897d95dcc2e3d11,2025-03-12,2024-11-26,,2024-11-27,,2024-02-27
local-authority:SST,ODP-Track4,South Staffordshire Council,conservation-area,conservation-area-document,9181f07d30189821c33ea48304029441910724c3f4529c1758751d3b393ba104,https://www.sstaffs.gov.uk/sites/default/files/2024-12/South%20Staffs%20Conservation%20Area%20document%20dataset_1.csv,ogl3,200,0.0,,1955cfa75351d968cb1413360373df7b56e4fb5ff41042baff9098cf0163d750,2025-03-12,2024-12-17,,2024-12-17,,2024-02-27
local-authority:SST,ODP-Track4,South Staffordshire Council,tree-preservation-order,tree-preservation-zone,f9b2bba7f246fe9b4d674ada7c96a003638f87c06c5c479303d161413c3eda89,https://www.sstaffs.gov.uk/sites/default/files/2024-12/south_staffs_tpo_zone_geometry_dataset.geojson,ogl3,200,0.0,,d3a222c181497e7343e61376aba1d36adb2be8f39cd15b7fcf5047a7a1e33587,2025-03-12,2024-12-17,,2025-02-05,,2024-02-27
local-authority:SST,ODP-Track4,South Staffordshire Council,tree-preservation-order,tree,c1d65f06b7c0a242de3510837e0791fd3bf9fab19c09fa3477bcede0e883d7a1,https://www.sstaffs.gov.uk/sites/default/files/2025-01/South%20Staffs%20TPO%20non%20Zone%20Geometry%20Dataset.geojson,ogl3,200,0.0,,87f62452d1d253a70673fd188ab30a8608ef95f3d2970136c79969f9700599ee,2025-03-12,2025-02-05,,2025-02-06,,2024-02-27
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:SPE,ODP-Track4,Spelthorne Borough Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:SUR,ODP-Track4,Surrey Heath Borough Council,conservation-area,conservation-area,16f2fa2cc35cc74e60cbf81cda42c5dc38d8bf110d2db91cc1402c8295804eff,https://xmap-hub.s3.eu-west-2.amazonaws.com/public-sector/surreyheath/digital_planning_data/conservation_areas.geojson,ogl3,200,0.0,,937778043f2157bc35829c2a77c09b78ccadfbaf0ad56de5ad4ddfb7a31d8192,2025-03-12,2025-02-17,,2025-02-18,,2024-02-27
local-authority:TAN,ODP-Track4,Tandridge District Council,article-4-direction,article-4-direction-area,55887033cb022c028233b66145bd047e26b5eb98d8931b5a26d721ff925ea605,https://services8.arcgis.com/DOopK66xzdr2Avop/arcgis/rest/services/article_4_area_wgs_84/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,fee155e00d2c57a85773c712186855684d6652cb3066a8e7b1cc4b6be0951fe2,2025-03-12,2025-02-17,,2025-02-18,,2024-02-27
local-authority:TAN,ODP-Track4,Tandridge District Council,conservation-area,conservation-area,04fa467eccb0f738ea74812f77809adfb4b5cf68520cad12d7827d9b426b7b28,https://services8.arcgis.com/DOopK66xzdr2Avop/arcgis/rest/services/conservation_areas_WGS_84/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,7f6c9434d4db90bc5a5c990160285d03af61ee3b9d2f975c90fa63ca9e077939,2025-03-12,2025-02-26,,2025-02-27,,2024-02-27
local-authority:TAN,ODP-Track4,Tandridge District Council,listed-building,listed-building-outline,b3b5126c58819f1b3f988d651584b0ff62690b7765d0e76c24b0807bf68f5aa3,https://services8.arcgis.com/DOopK66xzdr2Avop/arcgis/rest/services/listed_buildings_WGS_84/FeatureServer/0/,ogl3,200,0.0,,b90a36b30cce413ff7189aff66e7ade5a282ac1ae60f9d762a9c08c88cfc4093,2025-03-12,2025-02-17,,2025-02-18,,2024-02-27
local-authority:TAN,ODP-Track4,Tandridge District Council,tree-preservation-order,tree-preservation-zone,839ab89f77a258f1a62c72db26c7ef993c496897c565ed40c9aac417d6204b8c,https://services8.arcgis.com/DOopK66xzdr2Avop/arcgis/rest/services/tree_preservation_order_zone_WGS_84/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,cc7e9e63a888bacaf8a2efe4a6c68a11b276e7c4a99ee816913c24267e2964c5,2025-03-12,2025-03-03,,2025-02-18,,2024-02-27
local-authority:TAN,ODP-Track4,Tandridge District Council,tree-preservation-order,tree,c8a8c4ee3f365b5d0e486c5d592f0de7f081f44ce266c9f543bf930677828021,https://services8.arcgis.com/DOopK66xzdr2Avop/arcgis/rest/services/tree_preservation_order_tree_WGS_84/FeatureServer/0/query?outFields=*&where=1%3D1&f=geojson,ogl3,200,0.0,,2a8c306537c4e4ee8864f678b3b30227e98bee395ccd9ee5a9ad3e3f2f17b04c,2025-03-12,2025-02-17,,2025-02-18,,2024-02-27
local-authority:TEN,ODP-Track4,Tendring District Council,article-4-direction,article-4-direction,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,article-4-direction,article-4-direction-area,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,conservation-area,conservation-area,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,conservation-area,conservation-area-document,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,listed-building,listed-building-outline,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,tree-preservation-order,tree-preservation-order,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,tree-preservation-order,tree-preservation-zone,No endpoint added,,,,,,,,,,,,
local-authority:TEN,ODP-Track4,Tendring District Council,tree-preservation-order,tree,No endpoint added,,,,,,,,,,,,
local-authority:TOB,ODP-Track4,Torbay Council,article-4-direction,article-4-direction,a73868707618b1ae4a543481668721eca479dbe9e90691583a5b2f694a781f1c,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_article_4_direction_Torbay&outputFormat=CSV&format_options=filename:article_4_direction_Torbay.csv,ogl3,200,0.0,,97e221012b1744303466e035d3ce48893d4c3e77aea80f4d3fa6f8d53112808e,2025-03-12,2024-12-17,,2024-12-19,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,article-4-direction,article-4-direction-area,0fba0f5e837fe76d0054f5d5e257a6af4cada7cd8efc5ddfe0c0af08562f2f80,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_article_4_direction_area_Torbay&outputFormat=application%2Fjson,ogl3,200,0.0,,2c40b7282ce197b237349224d648c86e28c36efeccac99019f08510c4619eaec,2025-03-12,2024-12-17,,2024-12-19,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,conservation-area,conservation-area,1b7c8f2033977c6fc78dda2be827856e3c455c12ada0519ddd99f4cb8273060e,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_conservation_area_Torbay&outputFormat=application%2Fjson,ogl3,200,0.0,,bc0256b1e39f9e190f63a2311432311d9515c991f218b0c5acdfd0fa19074ae8,2025-03-12,2024-12-17,,2024-12-18,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,conservation-area,conservation-area-document,c5e2d6e496bd8144a3848fda83edfc3abf7e0ac680340ce52cae870e17958375,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_conservation_area_document_Torbay&outputFormat=csv&format_options=filename:conservation_area_document_Torbay.csv,ogl3,200,0.0,,fa23f68dc2c05535e84d2f429d9e7e45c966d0dc464a438fa851dcc31b298bad,2025-03-12,2024-12-17,,2025-01-07,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,listed-building,listed-building-outline,ed13f9730853788d50f2d53a490a064d460d8c6cabbbd201c80d8afe678ef79d,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3AvDLUHC_listed_building_outline_Torbay&outputFormat=application%2Fjson,ogl3,200,0.0,,3461cbf6c1e26e0a6f832281668d421191d931ed18c578a2c9f8e85db9ab1f14,2025-03-12,2024-12-17,,2025-02-07,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,tree-preservation-order,tree-preservation-order,94c35316969bc4c3184969c63ffec672e31fee41e3f70fa58058ee28d115a413,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_tree_preservation_order_Torbay&outputFormat=CSV&format_options=filename:tree_preservation_order_Torbay.csv,ogl3,200,0.0,,5ab76b68ddc813467781b01bf46f141d0589afefa32135507861cf40a38ea1cd,2025-03-12,2025-01-17,,2025-03-12,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,tree-preservation-order,tree-preservation-zone,47eb850a122b81d764964c048c28aafc700f39d8f400f9205e632ac38f51e1db,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_tree_preservation_zone_Torbay&outputFormat=application%2Fjson,ogl3,200,0.0,,e516419d49cd6ef18136dae7fbba6c5886dd62dfa9f51b39a8d430a1ac2caf10,2025-03-12,2024-12-17,,2025-01-21,,2024-02-27
local-authority:TOB,ODP-Track4,Torbay Council,tree-preservation-order,tree,dc446f429ef237a6c197f36f930e9a45c90c02aaef2a0cea191b8194afdec20c,https://www.torbay.gov.uk/services/geoserver/DigitalPlanning/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=DigitalPlanning%3ADLUHC_tree_Torbay&outputFormat=application%2Fjson,ogl3,200,0.0,,07794348d3d9e0d2efdee32ee68c16bb953ed21a384e7cd332fcb99b6232514f,2025-03-12,2024-12-17,,2025-03-12,,2024-02-27
local-authority:TRF,ODP-Track4,Trafford Metropolitan Borough Council,conservation-area,conservation-area,833e2e15068ee0aa57d94513b1ec5035b681b22a626bb080749aa323391d2b50,https://maps.trafford.gov.uk/getows.ashx?mapsource=Trafford/inspire&SERVICE=WFS&VERSION=1.0.0&REQUEST=GetFeature&TYPENAME=conservation_areas,,200,0.0,,096000142f00a925643c9a6c628f02e5fc278590d71f18fdefcae326ac009de9,2025-03-12,2020-09-06,,2025-01-17,,2024-02-27
local-authority:WAE,ODP-Track4,Waverley Borough Council,conservation-area,conservation-area,1607b75510852fe505c64468d16c38ab591619ca88535722ed98c97e8c05fa54,http://inspire.misoportal.com/geoserver/waverley_borough_council_conservationarea_polygon/wfs?SERVICE=WFS&REQUEST=GetFeature&VERSION=2.0.0&TYPENAME=waverley_borough_council_conservationarea_polygon:waverley_borough_council_conservationarea_polygon,,200,0.0,,e6efbb94bde40d6af0921d80ea089e9c5a296ada743f7c5da6b85a020e9de4b8,2025-03-12,2020-09-06,,2020-09-06,,2024-02-27
